,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
46,8004,SAZERAC CO INC,3522,Platinum 7X Distilled Vodka,9.62,12.99,1750.0,287596,2766673.52,139272.0,1809721.28,460643.61,255879.47,50293.62,-956952.24,-52.8784321970287,0.48426264621204745,0.6541145049886479
47,1392,CONSTELLATION BRANDS INC,2114,Black Velvet Canadian Whisky,9.41,12.99,1750.0,292908,2756264.28,142714.0,1879854.86,455957.66000000003,262208.62,79528.99,-876409.4199999997,-46.62112159020616,0.4872314856541986,0.6820299757322256
48,4425,MARTIGNETTI COMPANIES,11219,Josh Cellars Cab Svgn Sonoma,8.44,12.99,750.0,320120,2701812.8,153830.0,2151518.62,394316.49,17267.58,144929.24,-550294.1799999997,-25.577012203594112,0.4805385480444833,0.7963240902552539
49,9552,M S WALKER INC,3893,Zhenka 80 Proof,7.93,9.99,1750.0,325788,2583498.84,162066.0,1619039.34,339200.46,297763.76,55551.82,-964459.4999999998,-59.56986196518237,0.49745846992522746,0.6266847559335463
50,1128,BROWN-FORMAN CORP,811,Jack Daniels No 7 Black,19.84,29.99,1000.0,130216,2583485.44,63072.0,1846053.28,500091.64999999997,66225.6,68601.68,-737432.1599999999,-39.94641801454397,0.48436444062173617,0.7145591964319334
51,3960,DIAGEO NORTH AMERICA INC,2443,Seagrams VO,13.48,16.99,1750.0,190616,2569503.68,94092.0,1788478.0799999998,541232.0,172877.26,257032.07,-781025.6000000003,-43.66984469834824,0.4936206824191044,0.6960402874379226
52,660,SAZERAC NORTH AMERICA INC.,2127,Canadian Ltd,7.19,10.49,1750.0,347548,2498870.12,170936.0,1782968.6400000001,363390.86,314062.97,17932.33,-715901.48,-40.1522193906899,0.49183422146005734,0.7135099282390875
53,1392,CONSTELLATION BRANDS INC,6682,R M Woodbridge Chard Cal,6.03,8.99,1500.0,406188,2449313.64,199846.0,2006830.54,319746.82,44915.38,79528.99,-442483.1000000001,-22.04885221649059,0.492003702718938,0.8193440428478568
54,3960,DIAGEO NORTH AMERICA INC,3798,Ciroc Apple Vodka,19.83,28.99,750.0,123320,2445435.6,58875.0,1485664.25,312104.6,46366.33,257032.07,-959771.3500000001,-64.60217037597829,0.47741647745702237,0.6075254036540565
55,3960,DIAGEO NORTH AMERICA INC,4262,Capt Morgan Spiced Rum,11.19,13.99,750.0,218208,2441747.52,109147.0,1690773.53,478300.05,85933.7,257032.07,-750973.99,-44.41600111873055,0.500197059686171,0.6924440451566426
56,1128,BROWN-FORMAN CORP,2015,Jack Daniels Tennessee Honey,18.1,22.99,750.0,134860,2440966.0,65093.0,1520042.07,600494.96,51254.51,68601.68,-920923.9299999999,-60.58542379685583,0.48267091798902567,0.6227215250028063
57,12546,JIM BEAM BRANDS COMPANY,1737,Makers Mark,34.3,51.99,1750.0,70148,2406076.4,31751.0,1625555.49,854696.5,58345.3,123880.97,-780520.9099999999,-48.015642332824946,0.45262872783258257,0.6756042700888467
58,4425,MARTIGNETTI COMPANIES,38370,Oyster Bay Svgn Bl Marlboro,6.59,9.95,750.0,364560,2402450.4,179566.0,1769934.5,247098.27,20169.11,144929.24,-632515.8999999999,-35.73668404113259,0.49255540926047836,0.7367205166857972
59,6785,PALM BAY INTERNATIONAL INC,6937,Cavit Pinot Grigio,6.75,9.99,1500.0,355008,2396304.0,173533.0,1866564.19,325267.86,38999.56,13605.41,-529739.81,-28.38047643033375,0.4888143365783306,0.778934638509972
60,8112,MOET HENNESSY USA INC,4689,Hennessy Privilege VSOP,33.33,45.99,750.0,71352,2378162.16,35774.0,1706054.26,349526.75,28171.82,48347.26,-672107.9000000001,-39.39545861806295,0.5013734723623725,0.7173834857417797
61,4425,MARTIGNETTI COMPANIES,3040,Tito's Handmade Vodka,16.54,23.99,1000.0,143688,2376599.52,68624.0,1656393.76,499607.12999999995,72055.2,144929.24,-720205.76,-43.48034732997304,0.4775903346138856,0.6969595617859925
62,17035,PERNOD RICARD USA,3625,Absolut 80 Proof,12.59,16.99,750.0,183876,2314998.8400000003,87625.0,1549239.75,535107.8899999999,68987.71,123780.22,-765759.0900000003,-49.4280559222677,0.4765439752876939,0.6692183698891183
63,8112,MOET HENNESSY USA INC,7865,Moet & Chandon Imperial,23.97,34.99,750.0,96352,2309557.44,45065.0,1616774.35,491116.62000000005,5042.9400000000005,48347.26,-692783.0899999999,-42.84970812408051,0.46771213882431084,0.7000364320880454
64,12546,JIM BEAM BRANDS COMPANY,1346,Knob Creek Bourbon,22.55,29.99,750.0,102160,2303708.0,43746.0,1352114.54,693057.76,34449.43,123880.97,-951593.46,-70.37816929326121,0.42821064996084574,0.5869296542791014
65,7239,REMY COINTREAU USA INC,5242,Cointreau Liqueur,22.05,29.99,750.0,101444,2236840.2,48924.0,1508262.76,696419.0,38524.42,16978.67,-728577.4400000002,-48.30573685980287,0.4822759354915027,0.6742827493890712
66,7239,REMY COINTREAU USA INC,4722,Remy Martin VSOP Cognac,27.77,34.99,750.0,79640,2211602.8000000003,36698.0,1310631.02,403360.96,28901.75,16978.67,-900971.7800000003,-68.74335844729207,0.46079859367152187,0.592615916384262
67,4425,MARTIGNETTI COMPANIES,6967,Santa Margherita Pnt Grigio,11.89,19.99,750.0,185028,2199982.92,91763.0,1821414.33,366981.5,10291.58,144929.24,-378568.58999999985,-20.78432039128625,0.49594115485223855,0.8279220322310503
68,8664,"STOLI GROUP,(USA) LLC",3630,Stolichnaya Razberi,19.83,24.99,1750.0,109916,2179634.28,54677.0,1387752.23,591516.47,100461.87,18544.49,-791882.0499999998,-57.062206990652776,0.49744350231085555,0.6366904038598623
69,1128,BROWN-FORMAN CORP,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750.0,76876,2154065.52,36054.0,1385399.46,683842.39,66253.26,68601.68,-768666.06,-55.48335207233299,0.468989021281024,0.6431556733706039
70,3960,DIAGEO NORTH AMERICA INC,8178,Bulleit Bourbon,18.51,25.99,750.0,113684,2104290.84,53323.0,1420560.77,596557.94,41989.08,257032.07,-683730.0699999998,-48.13099759188759,0.4690457760106963,0.6750781512692419
71,3089,SIDNEY FRANK IMPORTING CO,5445,Jagermeister Liqueur,11.76,15.99,750.0,177320,2085283.2,81125.0,1306241.75,503091.8,63868.46,8549.55,-779041.45,-59.63991351524325,0.4575062034739454,0.6264097605543458
72,3252,E & J GALLO WINERY,14006,Apothic Winemakers Red Blend,5.44,9.99,750.0,379116,2062391.04,179659.0,1597506.17,285394.87,20168.41,61966.91,-464884.8700000001,-29.100661939853424,0.4738892581690037,0.7745893669126879
73,3664,WILLIAM GRANT & SONS INC,3238,Hendrick's Gin,22.83,29.99,750.0,89408,2041184.64,41144.0,1248454.56,581391.5599999999,32400.57,30234.420000000002,-792730.0799999998,-63.4969109328256,0.46018253400143166,0.6116323509077553
74,12546,JIM BEAM BRANDS COMPANY,3980,Hornitos Reposado Tequila,31.99,39.99,1750.0,63220,2022407.8,30475.0,1121002.25,640503.02,56001.53,123880.97,-901405.55,-80.41068160211097,0.48204682062638404,0.554290905128036
75,7245,PROXIMO SPIRITS INC.,3776,Jose Cuervo Especial Silver,18.56,25.99,1750.0,107180,1989260.8,50714.0,1355170.8599999999,584112.14,93184.53,38994.78,-634089.9400000002,-46.790405454851665,0.473166635566337,0.6812434347472186
76,3960,DIAGEO NORTH AMERICA INC,3746,Gordons Vodka 80 Proof,8.52,12.99,1750.0,233236,1987170.72,114650.0,1435211.5,374262.26,210646.53,257032.07,-551959.22,-38.458388885540565,0.49156219451542643,0.722238650939865
77,17035,PERNOD RICARD USA,3728,Absolut Citron,18.93,24.99,1750.0,103836,1965615.48,51948.0,1304984.52,571349.6699999999,95448.98,123780.22,-660630.96,-50.62366257034221,0.5002889171385647,0.6639063098953616
78,3924,HEAVEN HILL DISTILLERIES,3243,Burnetts Vodka,8.26,10.49,1750.0,230300,1902278.0,112947.0,1283707.53,361150.33,207514.63999999998,14069.87,-618570.47,-48.18624613037831,0.49043421623968736,0.6748264606960708
79,3089,SIDNEY FRANK IMPORTING CO,5440,Jagermeister Liqueur,25.92,34.99,1750.0,73192,1897136.6400000001,35708.0,1227924.92,629881.91,65615.39,8549.55,-669211.7200000002,-54.49940050080588,0.48786752650562903,0.647251702439314
80,480,BACARDI USA INC,4245,Bacardi Superior Rum,7.93,11.99,750.0,235264,1865643.52,114471.0,1265281.29,332634.41000000003,90131.02,89286.27,-600362.23,-47.44891390909605,0.4865640301958651,0.6782009941534811
81,9165,ULTRA BEVERAGE COMPANY LLP,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500.0,272336,1860054.88,133332.0,1380236.28,308672.11,29957.29,68054.7,-479818.59999999986,-34.76351165033858,0.4895863932788908,0.7420406219412193
82,3664,WILLIAM GRANT & SONS INC,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750.0,103992,1820899.92,45434.0,1136965.66,569925.57,83483.04,30234.420000000002,-683934.26,-60.15434626231369,0.43689899223017153,0.6243976659628828
83,10000,MAJESTIC FINE WINES,24325,La Crema Chard Sonoma Cst,10.88,15.99,750.0,165096,1796244.48,77922.0,1302952.78,307159.35,8735.61,17587.59,-493291.69999999995,-37.85952243027563,0.47197993894461404,0.7253760802093042
84,17035,PERNOD RICARD USA,5735,Malibu Rum,9.29,11.99,750.0,192484,1788176.36,91979.0,1182795.21,359447.4,72419.93,123780.22,-605381.1500000001,-51.182245656879196,0.4778527046403857,0.6614533311468226
85,8112,MOET HENNESSY USA INC,5342,Grand Marnier,19.85,28.99,750.0,88936,1765379.5999999999,44506.0,1353738.94,662850.13,35048.32,48347.26,-411640.6599999999,-30.40768406942626,0.5004272735450211,0.7668259789565939
86,2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750.0,73636,1745173.2,36151.0,1313222.49,605491.93,66430.78,5861.03,-431950.70999999996,-32.89242404004214,0.49094193057743496,0.752488343277332
87,1392,CONSTELLATION BRANDS INC,19748,Clos du Bois Chard,9.2,13.99,1500.0,188612,1735230.4,91398.0,1392078.58,330168.39,20527.91,79528.99,-343151.81999999983,-24.650319668017577,0.4845821050622442,0.8022442322356732
88,8112,MOET HENNESSY USA INC,3668,Belvedere Polish Vodka,34.12,42.99,1750.0,50852,1735070.24,24087.0,1057826.1300000001,558230.61,44263.96,48347.26,-677244.1099999999,-64.02225193662022,0.47366868559742,0.6096733755285896
89,2561,EDRINGTON AMERICAS,2520,The Macallan 12 Yr Old,42.21,62.99,750.0,40908,1726726.68,19050.0,1123403.5,679060.65,15007.67,9654.5,-603323.1799999999,-53.70494038873832,0.465679084775594,0.6505971749970296
90,3960,DIAGEO NORTH AMERICA INC,8202,Sambuca Romana,13.33,17.99,750.0,129500,1726235.0,62675.0,1196347.25,434526.6,49351.91,257032.07,-529887.75,-44.292135916223316,0.483976833976834,0.6930384623182823
91,3960,DIAGEO NORTH AMERICA INC,3276,Gordons London Dry,9.62,14.99,1750.0,178524,1717400.88,88116.0,1276234.84,367911.75,161900.74,257032.07,-441166.0399999998,-34.567779077399244,0.49358069503260066,0.743119940639602
92,3960,DIAGEO NORTH AMERICA INC,497,Capt Morgan Spiced Rum,14.7,19.99,1000.0,116800,1716960.0,57684.0,1153103.16,286296.77999999997,60568.2,257032.07,-563856.8400000001,-48.89908028697104,0.4938698630136986,0.6715958205199888
93,3960,DIAGEO NORTH AMERICA INC,1883,Seagrams 7 Crown,13.23,17.99,1750.0,129012,1706828.76,64310.0,1156936.9,450073.81999999995,118159.08,257032.07,-549891.8600000001,-47.52997851481789,0.4984807614795523,0.6778283370383329
94,3960,DIAGEO NORTH AMERICA INC,2767,Johnnie Walker Blue Label,139.7,189.99,750.0,11852,1655724.4000000001,5385.0,1070994.1500000001,783416.89,4245.27,257032.07,-584730.25,-54.59696021682284,0.4543536955788053,0.6468432487918884
95,17035,PERNOD RICARD USA,482,Absolut 80 Proof,14.28,21.99,1000.0,115552,1650082.56,55062.0,1184697.38,391810.45999999996,57815.1,123780.22,-465385.18000000017,-39.283042898263204,0.4765127388535032,0.7179624878890908
96,3960,DIAGEO NORTH AMERICA INC,8778,Bulleit Bourbon,37.29,49.99,1750.0,43864,1635688.56,21233.0,1033147.67,599376.97,39022.99,257032.07,-602540.89,-58.32088746810028,0.4840643808134233,0.6316285968277482
97,1128,BROWN-FORMAN CORP,1220,Woodford Reserve Bourbon,21.89,29.99,750.0,74580,1632556.2,36215.0,1160338.85,579954.58,28519.57,68601.68,-472217.34999999986,-40.69650430130818,0.4855859479753285,0.710749712628576
98,3960,DIAGEO NORTH AMERICA INC,2418,Crown Royal Regal Apple,16.53,22.99,750.0,98232,1623774.96,47785.0,1122541.15,521081.13999999996,37628.93,257032.07,-501233.81000000006,-44.65170920460244,0.4864504438472188,0.691315716557176
99,1392,CONSTELLATION BRANDS INC,8504,R M Woodbridge Cab Svgn Cal,5.84,8.99,1500.0,277052,1617983.68,135472.0,1356474.28,294588.03,30435.99,79528.99,-261509.3999999999,-19.278611017969315,0.4889767985793281,0.8383732770407178
100,660,SAZERAC NORTH AMERICA INC.,3684,Fleischmanns Royal Vodka,7.68,9.99,1750.0,209404,1608222.72,102995.0,1046001.05,309809.09,189228.3,17932.33,-562221.6699999999,-53.74962768918826,0.4918482932513228,0.6504080790501455
101,3252,E & J GALLO WINERY,14622,La Marca Prosecco,8.66,12.99,750.0,185548,1606845.68,88348.0,1084772.62,246265.2,9906.85,61966.91,-522073.0599999998,-48.12741862898418,0.4761463341022269,0.6750944620892282
102,8004,SAZERAC CO INC,3246,Bentley's Vodka,6.71,8.79,1750.0,239364,1606132.44,117424.0,1032156.96,271435.19999999995,215740.62,50293.62,-573975.48,-55.60932127997277,0.49056666833776175,0.6426350245438042
103,17035,PERNOD RICARD USA,8339,The Glenlivet 12 Yr Single,30.21,42.99,750.0,53000,1601130.0,24404.0,1067371.96,661427.87,19226.11,123780.22,-533758.04,-50.00675116104794,0.4604528301886792,0.6666366628568573
104,2555,DISARONNO INTERNATIONAL LLC,5312,Amaretto DiSaronno,14.7,21.99,750.0,108744,1598536.8,50744.0,1111302.56,450895.16,39960.61,5861.03,-487234.24,-43.84352718489193,0.46663723975575666,0.6951998602722189
105,3960,DIAGEO NORTH AMERICA INC,1869,Oban 14-Yr Single Malt,40.14,54.99,750.0,39568,1588259.52,18125.0,1080344.75,597508.05,14278.54,257032.07,-507914.77,-47.01413784812672,0.4580721795390214,0.6802066893954459
106,8112,MOET HENNESSY USA INC,8622,Dom Perignon,87.09,145.99,750.0,18176,1582947.8399999999,7989.0,1141538.11,610419.41,888.69,48347.26,-441409.72999999975,-38.66798016931732,0.4395356514084507,0.7211470151789715
107,3960,DIAGEO NORTH AMERICA INC,1868,Lagavulin Single Malt 16-Yr,49.62,66.99,750.0,31284,1552312.08,14987.0,1080338.13,658186.9099999999,11808.130000000001,257032.07,-471973.9500000002,-43.6876138029119,0.4790627796956911,0.6959542117329911
108,480,BACARDI USA INC,508,Bacardi Superior Rum,9.77,12.99,1000.0,155828,1522439.56,76052.0,1035530.48,243398.07,79854.6,89286.27,-486909.0800000001,-47.020255743703466,0.4880509279461971,0.6801783842243301
109,3924,HEAVEN HILL DISTILLERIES,1180,Evan Williams Black Label B,13.07,16.99,1750.0,116280,1519779.6,56166.0,1078118.3399999999,462450.30999999994,103199.86,14069.87,-441661.26000000024,-40.96593514956812,0.48302373581011354,0.7093912433092271
110,8112,MOET HENNESSY USA INC,4673,Hennessy VS Cognac,46.66,69.99,1750.0,32528,1517756.48,16054.0,1085805.46,444476.79,29500.18,48347.26,-431951.02,-39.781621654398386,0.49354402361042793,0.7154016301745587
111,1128,BROWN-FORMAN CORP,2143,Canadian Mist,10.07,12.99,1750.0,150612,1516662.84,74758.0,1025595.42,357439.71,137354.87,68601.68,-491067.42000000004,-47.88120251161028,0.496361511698935,0.6762184665907685
112,4425,MARTIGNETTI COMPANIES,11214,Caymus Cab Svgn Napa Vly,50.33,74.99,750.0,30020,1510906.6,15010.0,1054931.98,437123.25,1674.49,144929.24,-455974.6200000001,-43.22312989317094,0.5,0.6982112461485044
113,17035,PERNOD RICARD USA,2646,Chivas Regal,43.3,58.99,1750.0,34808,1507186.4,16280.0,914011.2000000001,528654.0800000001,29920.61,123780.22,-593175.1999999998,-64.8980231314452,0.4677085727418984,0.606435408387443
114,7245,PROXIMO SPIRITS INC.,8691,Jose Cuervo Especial,11.9,14.99,750.0,125980,1499162.0,62143.0,978254.57,429569.32,48929.1,38994.78,-520907.43000000005,-53.24865796435789,0.49327671058898237,0.6525342624746358
115,3960,DIAGEO NORTH AMERICA INC,4330,Capt Morgan Spiced Rum 100,20.79,25.99,1750.0,71020,1476505.8,34854.0,954851.46,529960.88,64046.44,257032.07,-521654.3400000001,-54.6319885189263,0.49076316530554775,0.6466967214080703
116,1485,CASTLE BRANDS CORP.,4225,Goslings Black Seal Bermuda,18.37,24.99,1750.0,80356,1476139.72,39989.0,1035480.11,455876.0,73483.25,8497.59,-440659.61,-42.55606705955945,0.49764796654885757,0.7014783871543
117,1392,CONSTELLATION BRANDS INC,6479,Clos du Bois Chard,5.95,8.99,750.0,247476,1472482.2,121462.0,1125519.3800000001,218874.15,13627.33,79528.99,-346962.81999999983,-30.82690766284271,0.49080314858814594,0.7643687509431355
118,4425,MARTIGNETTI COMPANIES,3485,Luksusowa Potato Vodka,15.03,19.99,1750.0,96808,1455024.24,47099.0,960165.01,470749.26999999996,86540.8,144929.24,-494859.23,-51.538977659683724,0.4865197091149492,0.659896229632573
